1,Home,1,1,1,"2022-04-19 19:32:10","2022-04-19 19:32:10"
2,Content,2,1,1,"2022-04-19 19:32:10","2022-04-19 19:32:10"
3,"Sign In",3,1,1,"2022-04-19 19:32:10","2022-04-19 19:32:10"
4,Home,4,1,1,"2022-04-19 19:32:10","2022-04-19 19:32:10"
5,Products,5,1,1,"2022-04-19 19:32:10","2022-04-19 19:32:10"
6,Cart,6,1,1,"2022-04-19 19:32:10","2022-04-19 19:32:10"
7,Copyright,7,1,1,"2022-04-19 19:32:10","2022-04-19 19:32:10"
8,"All rights reserved",8,1,1,"2022-04-19 19:32:10","2022-04-19 19:32:10"
9,Products,9,1,1,"2022-04-19 19:32:10","2022-04-19 19:32:10"
10,Products,10,1,1,"2022-04-19 19:32:10","2022-04-19 19:32:10"
11,"Product 3",11,1,1,"2022-04-19 19:32:10","2022-04-19 19:32:10"
12,Buy,12,1,1,"2022-04-19 19:32:10","2022-04-19 19:32:10"
13,"Product 4",13,1,1,"2022-04-19 19:32:10","2022-04-19 19:32:10"
14,"Product 5",14,1,1,"2022-04-19 19:32:10","2022-04-19 19:32:10"
15,"Product 6",15,1,1,"2022-04-19 19:32:10","2022-04-19 19:32:10"
16,"Product added successfully",16,1,1,"2022-04-19 19:32:10","2022-04-19 19:32:10"
17,Cart,17,1,1,"2022-04-19 19:32:10","2022-04-19 19:32:10"
18,Product,18,1,1,"2022-04-19 19:32:10","2022-04-19 19:32:10"
19,Quantity,19,1,1,"2022-04-19 19:32:10","2022-04-19 19:32:10"
20,Price,20,1,1,"2022-04-19 19:32:10","2022-04-19 19:32:10"
21,Action,21,1,1,"2022-04-19 19:32:10","2022-04-19 19:32:10"
22,Delete,22,1,1,"2022-04-19 19:32:10","2022-04-19 19:32:10"
23,Checkout,23,1,1,"2022-04-19 19:32:10","2022-04-19 19:32:10"
24,"Product removed",24,1,1,"2022-04-19 19:32:10","2022-04-19 19:32:10"
25,Checkout,25,1,1,"2022-04-19 19:32:10","2022-04-19 19:32:10"
26,"Login before checkout",26,1,1,"2022-04-19 19:32:10","2022-04-19 19:32:10"
27,Email,27,1,1,"2022-04-19 19:32:10","2022-04-19 19:32:10"
28,Password,28,1,1,"2022-04-19 19:32:10","2022-04-19 19:32:10"
29,"Email is required",29,1,1,"2022-04-19 19:32:10","2022-04-19 19:32:10"
30,"Email is invalid",30,1,1,"2022-04-19 19:32:10","2022-04-19 19:32:10"
31,"Password is required",31,1,1,"2022-04-19 19:32:10","2022-04-19 19:32:10"
32,Login,32,1,1,"2022-04-19 19:32:10","2022-04-19 19:32:10"
33,Email,33,1,1,"2022-04-19 19:32:10","2022-04-19 19:32:10"
34,Password,34,1,1,"2022-04-19 19:32:10","2022-04-19 19:32:10"
35,"Forgot Password?",35,1,1,"2022-04-19 19:32:10","2022-04-19 19:32:10"
36,"Remember me?",36,1,1,"2022-04-19 19:32:10","2022-04-19 19:32:10"
37,"Sign In",37,1,1,"2022-04-19 19:32:10","2022-04-19 19:32:10"
38,"Create Account",38,1,1,"2022-04-19 19:32:10","2022-04-19 19:32:10"
39,"Sign Up",39,1,1,"2022-04-19 19:32:10","2022-04-19 19:32:10"
40,Login,40,1,1,"2022-04-19 19:32:10","2022-04-19 19:32:10"
41,"Login failed",41,1,1,"2022-04-19 19:32:10","2022-04-19 19:32:10"
42,Register,42,1,1,"2022-04-19 19:32:10","2022-04-19 19:32:10"
43,Repeat-Password,43,1,1,"2022-04-19 19:32:10","2022-04-19 19:32:10"
44,"Please accept terms and conditions",44,1,1,"2022-04-19 19:32:10","2022-04-19 19:32:10"
45,"Password to weak, please improve your password strength",45,1,1,"2022-04-19 19:32:10","2022-04-19 19:32:10"
46,"Passwords are not equal",46,1,1,"2022-04-19 19:32:10","2022-04-19 19:32:10"
47,"Terms and conditions not accepted",47,1,1,"2022-04-19 19:32:10","2022-04-19 19:32:10"
48,Register,48,1,1,"2022-04-19 19:32:10","2022-04-19 19:32:10"
49,Repeat-Password,49,1,1,"2022-04-19 19:32:10","2022-04-19 19:32:10"
50,"Please accept terms and conditions",50,1,1,"2022-04-19 19:32:10","2022-04-19 19:32:10"
51,Register,51,1,1,"2022-04-19 19:32:10","2022-04-19 19:32:10"
52,"Go back to",52,1,1,"2022-04-19 19:32:10","2022-04-19 19:32:10"
53,Login,53,1,1,"2022-04-19 19:32:10","2022-04-19 19:32:10"
54,"Activate your account:",54,1,1,"2022-04-19 19:32:10","2022-04-19 19:32:10"
55,"Account activated successfully",55,1,1,"2022-04-19 19:32:10","2022-04-19 19:32:10"
56,"Account Activation",56,1,1,"2022-04-19 19:32:10","2022-04-19 19:32:10"
57,"Account activated successfully",57,1,1,"2022-04-19 19:32:10","2022-04-19 19:32:10"
58,"Unable to activate account",58,1,1,"2022-04-19 19:32:10","2022-04-19 19:32:10"
59,Password-Reminder,59,1,1,"2022-04-19 19:32:10","2022-04-19 19:32:10"
60,Password-Reminder,60,1,1,"2022-04-19 19:32:10","2022-04-19 19:32:10"
61,"Remind Me",61,1,1,"2022-04-19 19:32:10","2022-04-19 19:32:10"
62,"Password Reminder:",62,1,1,"2022-04-19 19:32:10","2022-04-19 19:32:10"
63,"Confirm your email to complete recovery",63,1,1,"2022-04-19 19:32:10","2022-04-19 19:32:10"
64,"HashCode is not valid",64,1,1,"2022-04-19 19:32:10","2022-04-19 19:32:10"
